Hardware,Dimension,TP,TN,FP,FN,Accuracy,Precision,Sensitivity,Specificity,F1 Score,Elapsed Time (s),Usage (s),Estimated Usage (s),Num Qubits,Median T1,Median T2,Median Read Out Error,Samples
ibm_brisbane,2,189,125,82,18,0.7584541062801933,0.6974169741697417,0.9130434782608695,0.6038647342995169,0.7907949790794978,142.11950612068176,4.912659,,127,5.27237143766294e-05,5.27237143766294e-05,0.0266478531003937,518
ibm_sherbrooke,2,189,125,82,18,0.7584541062801933,0.6974169741697417,0.9130434782608695,0.6038647342995169,0.7907949790794978,146.36193943023682,0,,127,0.0003767959201654911,0.0003767959201654911,0.029796690452755906,518
ibm_brisbane,3,173,147,60,34,0.7729468599033816,0.7424892703862661,0.8357487922705314,0.7101449275362319,0.7863636363636365,255.57603335380554,4.912659,,127,5.27237143766294e-05,5.27237143766294e-05,0.0266478531003937,518
ibm_sherbrooke,3,173,146,61,34,0.7705314009661836,0.7393162393162394,0.8357487922705314,0.7053140096618358,0.7845804988662132,152.5142993927002,0,,127,0.0003767959201654911,0.0003767959201654911,0.029796690452755906,518
ibm_brisbane,4,171,148,59,36,0.7705314009661836,0.7434782608695653,0.8260869565217391,0.714975845410628,0.782608695652174,414.02231431007385,4.912659,,127,5.27237143766294e-05,5.27237143766294e-05,0.0266478531003937,518
ibm_sherbrooke,4,171,122,85,36,0.7077294685990339,0.66796875,0.8260869565217391,0.5893719806763285,0.7386609071274298,159.42171835899353,0,,127,0.0003767959201654911,0.0003767959201654911,0.029796690452755906,518
ibm_brisbane,5,171,149,58,36,0.7729468599033816,0.7467248908296943,0.8260869565217391,0.7198067632850241,0.7844036697247706,633.0835719108582,4.912659,,127,5.27237143766294e-05,5.27237143766294e-05,0.0266478531003937,518
ibm_sherbrooke,5,171,149,58,36,0.7729468599033816,0.7467248908296943,0.8260869565217391,0.7198067632850241,0.7844036697247706,149.06017065048218,0,,127,0.0003767959201654911,0.0003767959201654911,0.029796690452755906,518
ibm_brisbane,6,161,152,55,46,0.7560386473429952,0.7453703703703703,0.7777777777777778,0.7342995169082126,0.7612293144208038,915.2651376724243,4.912659,,127,5.27237143766294e-05,5.27237143766294e-05,0.0266478531003937,518
ibm_sherbrooke,6,161,151,56,46,0.7536231884057971,0.7419354838709677,0.7777777777777778,0.7294685990338164,0.7594339622641508,148.7672929763794,0,,127,0.0003767959201654911,0.0003767959201654911,0.029796690452755906,518
ibm_brisbane,7,139,192,15,68,0.7995169082125604,0.9025974025974026,0.6714975845410628,0.927536231884058,0.7700831024930749,1240.5576193332672,4.912659,,127,5.27237143766294e-05,5.27237143766294e-05,0.0266478531003937,518
ibm_sherbrooke,7,139,192,15,68,0.7995169082125604,0.9025974025974026,0.6714975845410628,0.927536231884058,0.7700831024930749,173.60412502288818,0,,127,0.0003767959201654911,0.0003767959201654911,0.029796690452755906,518
ibm_brisbane,8,128,193,14,79,0.7753623188405797,0.9014084507042254,0.6183574879227053,0.9323671497584541,0.7335243553008596,1706.3612699508667,4.912659,,127,5.27237143766294e-05,5.27237143766294e-05,0.0266478531003937,518
ibm_sherbrooke,8,128,193,14,79,0.7753623188405797,0.9014084507042254,0.6183574879227053,0.9323671497584541,0.7335243553008596,180.0391492843628,0,,127,0.0003767959201654911,0.0003767959201654911,0.029796690452755906,518
ibm_brisbane,9,128,194,13,79,0.7777777777777778,0.9078014184397163,0.6183574879227053,0.9371980676328503,0.7356321839080459,2462.537581920624,4.912659,,127,5.27237143766294e-05,5.27237143766294e-05,0.0266478531003937,518
ibm_sherbrooke,9,128,194,13,79,0.7777777777777778,0.9078014184397163,0.6183574879227053,0.9371980676328503,0.7356321839080459,174.4750792980194,0,,127,0.0003767959201654911,0.0003767959201654911,0.029796690452755906,518
