Dimension,TP,TN,FP,FN,Accuracy,Precision,Sensitivity,Specificity,F1 Score,Elapsed Time (s),Usage (s),Samples
5,622,668,161,206,0.7785153892576946,0.7943805874840357,0.751207729468599,0.8057901085645356,0.7721911855990068,1.1468381881713867,1.1468381881713867,2073
6,579,668,161,249,0.7525648762824382,0.7824324324324324,0.6992753623188406,0.8057901085645356,0.7385204081632654,1.3140521049499512,1.3140521049499512,2073
7,578,674,155,250,0.7555823777911889,0.7885402455661664,0.6980676328502415,0.8130277442702051,0.740550928891736,1.488943099975586,1.488943099975586,2073
8,578,674,155,250,0.7555823777911889,0.7885402455661664,0.6980676328502415,0.8130277442702051,0.740550928891736,1.4336168766021729,1.4336168766021729,2073
9,372,787,42,456,0.6994568497284248,0.8985507246376812,0.4492753623188406,0.9493365500603136,0.5990338164251208,1.615605115890503,1.615605115890503,2073
10,357,787,42,471,0.6904043452021726,0.8947368421052632,0.4311594202898551,0.9493365500603136,0.5819070904645477,0.7874739170074463,0.7874739170074463,2073
2,845,826,210,191,0.8064671814671814,0.8009478672985783,0.8156370656370656,0.7972972972972973,0.8082257293161167,2.085754871368408,2.085754871368408,2592
3,855,826,210,181,0.8112934362934363,0.8028169014084507,0.8252895752895753,0.7972972972972973,0.8138981437410757,1.1782777309417725,1.1782777309417725,2592
4,855,836,200,181,0.8161196911196911,0.8104265402843602,0.8252895752895753,0.806949806949807,0.817790530846485,1.61421799659729,1.61421799659729,2592
5,736,826,210,300,0.7538610038610039,0.7780126849894292,0.7104247104247104,0.7972972972972973,0.7426841574167508,1.482450008392334,1.482450008392334,2592
6,720,826,210,316,0.7461389961389961,0.7741935483870968,0.694980694980695,0.7972972972972973,0.7324516785350966,1.7032268047332764,1.7032268047332764,2592
7,720,826,210,316,0.7461389961389961,0.7741935483870968,0.694980694980695,0.7972972972972973,0.7324516785350966,1.4941203594207764,1.4941203594207764,2592
8,719,834,202,317,0.7495173745173745,0.7806731813246471,0.694015444015444,0.805019305019305,0.7347981604496678,0.8644199371337891,0.8644199371337891,2592
9,473,981,55,563,0.7017374517374517,0.8958333333333334,0.45656370656370654,0.946911196911197,0.6048593350383631,1.1386549472808838,1.1386549472808838,2592
10,453,981,55,583,0.6920849420849421,0.8917322834645669,0.4372586872586873,0.946911196911197,0.5867875647668394,2.0800881385803223,2.0800881385803223,2592
2,1044,1004,240,200,0.8231511254019293,0.8130841121495327,0.8392282958199357,0.8070739549839229,0.8259493670886077,1.6406400203704834,1.6406400203704834,3110
3,1027,997,247,217,0.8135048231511254,0.8061224489795918,0.8255627009646302,0.8014469453376206,0.8157267672756155,1.8567090034484863,1.8567090034484863,3110
4,1027,1007,237,217,0.817524115755627,0.8125,0.8255627009646302,0.8094855305466238,0.8189792663476875,1.6174910068511963,1.6174910068511963,3110
5,1027,1006,238,217,0.8171221864951769,0.8118577075098814,0.8255627009646302,0.8086816720257235,0.8186528497409326,1.1422603130340576,1.1422603130340576,3110
6,883,998,246,361,0.7560289389067524,0.7821080602302923,0.7098070739549839,0.8022508038585209,0.744205646860514,1.012563943862915,1.012563943862915,3110
7,862,997,247,382,0.7471864951768489,0.7772768259693418,0.6929260450160771,0.8014469453376206,0.732681682957926,1.0256829261779785,1.0256829261779785,3110
8,861,1008,236,383,0.7512057877813505,0.7848678213309025,0.6921221864951769,0.8102893890675241,0.7355830841520717,1.4287219047546387,1.4287219047546387,3110
9,595,1044,200,649,0.6587620578778135,0.7484276729559748,0.4782958199356913,0.8392282958199357,0.5836194212849436,2.323845148086548,2.323845148086548,3110
10,573,1044,200,671,0.64991961414791,0.741267787839586,0.46061093247588425,0.8392282958199357,0.5681705503222608,2.73335599899292,2.73335599899292,3110
2,1218,1170,281,233,0.822880771881461,0.8125416944629753,0.839421088904204,0.8063404548587181,0.8257627118644069,1.3058488368988037,1.3058488368988037,3628
3,1218,1195,256,233,0.8314955203308063,0.8263229308005428,0.839421088904204,0.8235699517574087,0.8328205128205127,1.4409992694854736,1.4409992694854736,3628
4,1198,1167,284,253,0.8149552033080634,0.8083670715249662,0.8256374913852516,0.8042729152308753,0.8169110126150698,1.342494249343872,1.342494249343872,3628
5,1198,1172,279,253,0.8166781529979324,0.8111035883547731,0.8256374913852516,0.8077188146106133,0.8183060109289618,1.5766127109527588,1.5766127109527588,3628
6,1027,1165,286,424,0.7553411440385941,0.7821782178217822,0.7077877325982082,0.80289455547898,0.7431259044862518,1.6825740337371826,1.6825740337371826,3628
7,1004,1164,287,447,0.7470709855272226,0.7776917118512781,0.6919365954514128,0.8022053756030324,0.7323121808898614,1.6714589595794678,1.6714589595794678,3628
8,1014,1175,276,437,0.7543073742246726,0.786046511627907,0.698828394210889,0.8097863542384562,0.7398759576796788,1.664172887802124,1.664172887802124,3628
9,685,1218,233,766,0.6557546519641626,0.7461873638344226,0.4720882150241213,0.839421088904204,0.5783030814689742,1.6053466796875,1.6053466796875,3628
10,683,1222,229,768,0.6564438318401102,0.7489035087719298,0.47070985527222603,0.8421778084079945,0.5780787134997883,1.6960811614990234,1.6960811614990234,3628
2,1390,1345,314,268,0.8245402472113356,0.8157276995305164,0.8383594692400482,0.8107293550331525,0.8268887566924449,1.9502007961273193,1.9502007961273193,4147
3,1391,1372,287,267,0.8329816098884534,0.8289630512514898,0.838962605548854,0.8270042194092827,0.8339328537170264,1.841736078262329,1.841736078262329,4147
4,1368,1343,316,290,0.8173047934880916,0.8123515439429929,0.8250904704463209,0.8095238095238095,0.8186714542190305,1.4346530437469482,1.4346530437469482,4147
5,1368,1348,311,290,0.8188121796804342,0.8147706968433591,0.8250904704463209,0.812537673297167,0.8198981120767155,1.879971981048584,1.879971981048584,4147
6,1185,1335,324,473,0.7597226409406089,0.7852882703777336,0.7147165259348612,0.8047016274864376,0.7483422797600253,1.3948330879211426,1.3948330879211426,4147
7,1162,1349,310,496,0.7570093457943925,0.7894021739130435,0.7008443908323281,0.8131404460518384,0.7424920127795528,1.6929669380187988,1.6929669380187988,4147
8,1157,1347,312,501,0.7548990051251131,0.7876106194690266,0.6978287092882992,0.8119349005424955,0.7400063959066198,1.8109843730926514,1.8109843730926514,4147
9,1135,1358,301,523,0.7515827555019596,0.7903899721448467,0.6845597104945718,0.8185654008438819,0.7336780866192631,2.0167200565338135,2.0167200565338135,4147
10,761,1406,253,897,0.65330117576123,0.7504930966469427,0.4589867310012063,0.8474984930681133,0.5696107784431137,2.4672791957855225,2.4672791957855225,4147
2,1558,1507,359,307,0.8214955775931385,0.8127282211789254,0.8353887399463807,0.807609860664523,0.8239026969857219,1.8133618831634521,1.8133618831634521,4665
3,1559,1536,330,306,0.8295363173411954,0.8253043938591847,0.8359249329758713,0.8231511254019293,0.8305807139051679,2.0278730392456055,2.0278730392456055,4665
4,1532,1505,361,333,0.8139908871616188,0.809297411516112,0.8214477211796246,0.8065380493033226,0.8153273017562532,1.6082091331481934,1.6082091331481934,4665
5,1532,1510,356,333,0.8153310104529616,0.8114406779661016,0.8214477211796246,0.8092175777063236,0.8164135358379963,1.4528241157531738,1.4528241157531738,4665
6,1332,1496,370,533,0.7579737335834896,0.782608695652174,0.7142091152815013,0.8017148981779206,0.7468460891505466,1.4480969905853271,1.4480969905853271,4665
7,1305,1512,354,560,0.7550254623425355,0.786618444846293,0.6997319034852547,0.8102893890675241,0.7406356413166856,0.9188966751098633,0.9188966751098633,4665
8,1299,1510,356,566,0.752881265076387,0.7848942598187311,0.696514745308311,0.8092175777063236,0.7380681818181818,1.5109238624572754,1.5109238624572754,4665
9,1273,1524,342,592,0.7496649691771643,0.788235294117647,0.682573726541555,0.8167202572347267,0.731609195402299,1.0546889305114746,1.0546889305114746,4665
10,858,1586,280,1007,0.6550522648083623,0.7539543057996485,0.4600536193029491,0.84994640943194,0.5714285714285714,2.3469579219818115,2.3469579219818115,4665
2,1738,1616,384,335,0.8234716425239381,0.819038642789821,0.8383984563434635,0.808,0.8286054827175209,1.4222888946533203,1.4222888946533203,5184
3,1740,1647,353,333,0.8315737785416155,0.8313425704730053,0.8393632416787264,0.8235,0.8353336533845416,1.91737699508667,1.91737699508667,5184
4,1710,1615,385,363,0.8163515835993126,0.8162291169451074,0.8248914616497829,0.8075,0.8205374280230326,1.454955816268921,1.454955816268921,5184
5,1710,1621,379,363,0.8178246992388902,0.8185734801340354,0.8248914616497829,0.8105,0.8217203267659778,1.2460341453552246,1.2460341453552246,5184
6,1487,1602,398,586,0.7584090351092561,0.7888594164456233,0.7173178967679691,0.801,0.7513895907023749,1.2772579193115234,1.2772579193115234,5184
7,1456,1618,382,617,0.7547262460103118,0.7921653971708379,0.7023637240713941,0.809,0.7445666070058808,2.0357699394226074,2.0357699394226074,5184
8,1468,1618,382,605,0.7576724772894672,0.7935135135135135,0.7081524360829715,0.809,0.7484068315065001,2.1150169372558594,2.1150169372558594,5184
9,1420,1635,365,653,0.7500613798183158,0.7955182072829131,0.6849975880366619,0.8175,0.736132711249352,1.3358731269836426,1.3358731269836426,5184
10,953,1695,305,1120,0.6501350356002946,0.7575516693163752,0.45972021225277376,0.8475,0.5722005403782647,1.8660800457000732,1.8660800457000732,5184
